Position RMSE x,Position RMSE y,Velocity RMSE x,Velocity RMSE y,Position total RMSE x,Position total RMSE y,Velocity total RMSE x,Velocity total RMSE y,Average Execution time
599.0323723720996,622.6038942388371,22.606993286621133,16.748718204723406,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.570302556
559.4050399005473,293.71481243630706,23.472138678213305,9.278227870099084,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.5549581999999998
236.72984436675029,354.0557717478558,10.53992987894964,44.04700472557434,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.5652267920000006
192.95120020814875,354.0921528985436,33.123367425855236,37.660938447540204,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.5628919880000006
177.2623789845311,354.0546090809704,48.2446287122162,32.72139047093566,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.5626940080000006
202.16437814034634,354.0554909491649,22.72633628064785,34.803900654526416,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.5490063140000001
197.7896899693228,354.0619549954915,27.406657498725465,26.256049462197804,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.5564688379999967
204.76186906161206,354.1095264747815,21.15095709733758,18.000520629109353,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.5591362239999984
297.52299051053296,38.81710978813095,28.519032321318278,4.25322598262044,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.5723545779999994
1019.5356393831054,428.6231836056975,52.89338612426456,12.594454416475013,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.5556526339999988
1998.6597387934414,2.865064186489519,100.09169121085552,32.85473626878789,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.553930595999999
1999.749405760006,5.324598583130808,154.37292154598413,21.771977890307586,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.5632735359999947
1999.4794200473348,1.293762918359505,157.2060157470382,36.79198965204761,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.5568695460000026
1999.9176360522297,3.124669779322687,40.81695883737354,23.146164422634467,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.5678502439999977
1999.5627341011818,1.3081960777946051,35.77749423902214,37.988273927280055,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.5746413459999951
1592.3360195381501,354.0796106388768,45.812955587496575,36.76209615582715,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.571723334000003
1636.9197985371577,354.03655104687743,50.42094417798024,90.97946193839157,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.5750634220000006
0.815912196933823,354.0660333164062,104.97846805524301,110.75748703325928,432.2230292274098,414.26917248382017,392.5295305217695,391.88827936622,0.5659452640000029
