Position RMSE x,Position RMSE y,Velocity RMSE x,Velocity RMSE y,Position total RMSE x,Position total RMSE y,Velocity total RMSE x,Velocity total RMSE y,Average Execution time
11.665221519631316,16.02490216696205,30.447883450805055,47.85248018042708,11.665221519631316,16.02490216696205,30.447883450805055,47.85248018042708,0.5350400700000004
9.807072081929418,9.204082308249216,10.944991735070168,13.352296977703924,10.776271524099347,13.067375800016835,22.87866310249096,35.12935876157553,0.53496867
20.899337855135105,10.232995038243338,9.798622484949677,5.858668436210646,14.933612854958131,12.195993987787466,19.518191969861725,28.88175715940438,0.5308433366666669
13.310939827191138,24.719888050330297,35.045227838550275,36.2875295018537,14.544926072246083,16.258072404741796,24.346701252803342,30.900050514490754,0.5641333300000011
9.132224554236016,8.874240177495038,4.989642167335114,19.184808008867325,13.635373284933616,15.073498678138222,21.890381342183478,28.938933447967365,0.5485951233333348
7.841070505231602,6.854381982875525,12.836317273006287,20.472136501725497,12.852363010781453,14.041808788794166,20.658795615364223,27.708054540375986,0.5381202500000001
14.050712201987128,16.439621210523804,22.494351144750592,31.971079310860464,13.030304914470342,14.408804401237491,20.930875522905986,28.356323635317427,0.5653554666666694
19.372877183319137,25.40609062986102,11.952896754392027,8.609731306254824,13.981372847061804,16.19708674038544,20.029923214745637,26.699005374596673,0.5509309300000027
8.136393093141674,5.235470254337059,7.647341537093545,8.343545253285372,13.457881565480836,15.37015542388201,19.05566239699373,25.325239609123273,0.5370490066666681
15.596441363914689,13.288375793097279,12.976222950653266,6.643814728312739,13.68678256308841,15.17483453289419,18.53765569471735,24.117317689742578,0.552632829999997
25.607435222787817,29.11144993440613,26.931328088364584,32.21068911258381,15.162816085236827,16.922906875514286,19.450971509184086,24.961750045341603,0.5873857666666661
10.417764378895129,18.736548186210328,28.60742339200024,41.05155070518045,14.825514950685692,17.081400182227444,20.37181036851979,26.67584493177181,0.573607386666662
10.254444029070573,19.467700487238577,36.05359007520691,51.836647643460054,14.525056189435606,17.27666756614834,21.978992154401617,29.386347527118335,0.5446805799999993
13.186892127093882,15.586597290177094,29.105873874528907,46.71014145113214,14.43358798317564,17.161468809041338,22.562834712360512,30.947055926423108,0.5429995200000017
17.51457691949753,8.807845507274179,8.732197373959929,11.615308206708061,14.659147027532008,16.734798686274043,21.914063086794286,30.04773887435465,0.5410448899999968
18.050905552726608,12.726474945026718,19.779077242324853,27.983405006312886,14.893778199502181,16.512808419864154,21.786756744548182,29.922890618709857,0.5417979500000001
15.211988656026353,10.55440738412038,14.978482559408429,30.198244295274986,14.912684422737218,16.223006513641558,21.44618333097764,29.93915799651559,0.5479828866666632
8.394135047289947,8.617733146671519,11.709097193678573,19.670812299962034,14.62695412768017,15.89623699425503,21.02387823406118,29.462730640897867,0.5459214400000008
